id_department,department_name,terrain_area,old_antenna,new_antenna_type
8,Caqueta,465000,2,c
21,Narino,1545200,29,c
29,Tolima,1583600,23,d
18,La Guajira,525200,11,e
26,San Andres y Providencia,1928200,22,d
12,Choco,1065000,10,e
4,Atlantico,1668800,3,c
26,San Andres y Providencia,29000,23,e
14,Cundinamarca,1905000,21,b
10,Cauca,1028000,21,e
12,Choco,841000,5,b
25,Risaralda,1486200,7,a
27,Santander,990800,3,b
28,Sucre,844200,19,e
9,Casanare,1800200,28,d
8,Caqueta,935800,29,c
5,Bolivar,1012600,4,c
2,Antioquia,106400,24,c
28,Sucre,1581000,19,a
2,Antioquia,1748800,3,a
15,Guainia,1187200,5,d
32,Vichada,351800,19,b
12,Choco,849800,16,b
6,Boyaca,150600,27,b
20,Meta,1631000,3,d
10,Cauca,346800,20,a
15,Guainia,1026000,7,a
24,Quindio,1207800,10,e
8,Caqueta,1349800,0,a
18,La Guajira,567000,28,c
17,Huila,1510400,18,e
3,Arauca,849400,24,c
31,Vaupes,1977200,1,c
21,Narino,455000,20,e
12,Choco,786200,9,a
26,San Andres y Providencia,1830600,23,d
13,Cordoba,893000,25,d
25,Risaralda,1789000,3,c
5,Bolivar,1908400,17,d
14,Cundinamarca,1158000,26,a
29,Tolima,751800,30,b
25,Risaralda,426600,23,b
10,Cauca,1792000,13,a
24,Quindio,506600,1,a
15,Guainia,1272000,9,b
14,Cundinamarca,869800,17,a
24,Quindio,552400,24,d
14,Cundinamarca,85800,9,d
9,Casanare,458400,2,c
12,Choco,1013600,26,a
17,Huila,312000,27,b
10,Cauca,1240200,14,a
13,Cordoba,1126600,8,d
7,Caldas,1679000,28,a
18,La Guajira,1876200,22,a
6,Boyaca,1247800,21,c
13,Cordoba,1524600,10,e
30,Valle del Cauca,1787200,18,b
4,Atlantico,1725400,25,d
19,Magdalena,1329600,5,c
25,Risaralda,897600,23,b
14,Cundinamarca,169000,6,c
29,Tolima,1435800,16,c
29,Tolima,1534600,11,c
31,Vaupes,1346600,26,e
1,Amazonas,1489000,18,c
25,Risaralda,1644800,29,a
9,Casanare,618800,22,d
27,Santander,644800,11,a
30,Valle del Cauca,301000,7,e
25,Risaralda,53600,6,e
19,Magdalena,879200,29,d
24,Quindio,802800,25,d
22,Norte de Santander,693000,4,c
19,Magdalena,1918200,15,b
17,Huila,1301800,20,c
20,Meta,871400,1,b
1,Amazonas,1877000,26,e
2,Antioquia,652000,1,b
13,Cordoba,1286000,3,b
9,Casanare,823400,23,e
1,Amazonas,451200,17,e
29,Tolima,873200,7,a
2,Antioquia,396600,29,b
14,Cundinamarca,1671800,12,a
23,Putumayo,682200,27,e
22,Norte de Santander,1037600,9,d
12,Choco,1117400,9,e
7,Caldas,928600,3,a
29,Tolima,1832400,15,c
15,Guainia,671400,11,a
17,Huila,932200,8,c
17,Huila,768000,19,c
30,Valle del Cauca,1253800,12,c
14,Cundinamarca,906600,22,c
4,Atlantico,14400,11,c
28,Sucre,1950600,23,c
4,Atlantico,941400,19,c
14,Cundinamarca,265600,24,c
28,Sucre,294400,23,c
23,Putumayo,1821400,16,c
32,Vichada,1281800,22,e
10,Cauca,277000,27,b
16,Guaviare,1309400,18,a
5,Bolivar,1454600,20,e
27,Santander,1051800,21,e
19,Magdalena,403000,2,d
24,Quindio,154800,26,a
6,Boyaca,128200,6,d
28,Sucre,1738800,2,e
30,Valle del Cauca,1735000,1,e
32,Vichada,943800,26,c
1,Amazonas,1533200,17,b
13,Cordoba,780600,20,a
10,Cauca,802800,6,d
21,Narino,427200,24,a
29,Tolima,89600,27,a
9,Casanare,1672000,22,b
12,Choco,1698000,28,d
17,Huila,171600,3,a
16,Guaviare,1175400,28,c
10,Cauca,1869400,12,b
28,Sucre,1403600,16,a
21,Narino,1808000,16,c
1,Amazonas,753600,6,d
1,Amazonas,1320800,29,d
1,Amazonas,368800,11,b
32,Vichada,1724000,9,e
20,Meta,1827000,25,a
1,Amazonas,471000,3,e
3,Arauca,1761600,11,d
1,Amazonas,1004400,23,d
8,Caqueta,533000,16,e
31,Vaupes,1508400,16,a
7,Caldas,1294400,1,e
29,Tolima,1191400,20,c
19,Magdalena,1353000,10,b
19,Magdalena,664600,23,d
30,Valle del Cauca,1826200,17,a
12,Choco,259800,24,b
7,Caldas,1995400,9,b
30,Valle del Cauca,1287000,29,a
31,Vaupes,1699600,25,a
24,Quindio,896000,12,a
29,Tolima,994000,6,e
31,Vaupes,1470800,22,d
14,Cundinamarca,29000,3,b
11,Cesar,317400,2,d
26,San Andres y Providencia,223000,1,c
29,Tolima,854600,9,e
30,Valle del Cauca,364000,17,d
23,Putumayo,661400,5,e
12,Choco,132800,6,e
9,Casanare,1589000,25,e
22,Norte de Santander,1029400,16,c
12,Choco,1327400,3,b
27,Santander,126800,25,a
7,Caldas,526800,30,e
15,Guainia,1080800,1,c
14,Cundinamarca,1009600,28,e
15,Guainia,1297600,24,d
18,La Guajira,126600,12,c
21,Narino,1570800,17,b
16,Guaviare,1495800,19,a
12,Choco,1710600,16,c
9,Casanare,1140600,29,a
13,Cordoba,16200,6,a
32,Vichada,252800,28,a
5,Bolivar,1772200,13,d
15,Guainia,671200,27,d
31,Vaupes,1033000,6,c
17,Huila,636800,9,b
11,Cesar,795400,23,c
25,Risaralda,1204800,16,d
12,Choco,82000,22,c
22,Norte de Santander,1964800,29,d
1,Amazonas,1997200,19,d
21,Narino,835800,27,c
8,Caqueta,1326800,6,b
3,Arauca,1071600,4,d
19,Magdalena,691400,9,b
3,Arauca,1217800,13,c
7,Caldas,235800,0,c
12,Choco,649800,2,b
30,Valle del Cauca,1720000,13,b
32,Vichada,457200,6,b
19,Magdalena,1565400,12,d
7,Caldas,1612800,1,b
27,Santander,1972600,19,a
32,Vichada,171800,30,b
3,Arauca,1068400,18,c
20,Meta,394800,17,b
9,Casanare,433200,13,e
5,Bolivar,445400,1,e
13,Cordoba,1530000,29,e
26,San Andres y Providencia,1000600,8,a
26,San Andres y Providencia,1792400,10,d
29,Tolima,1765000,23,e
30,Valle del Cauca,1864400,6,c
19,Magdalena,743600,8,a
5,Bolivar,120800,0,e
28,Sucre,265200,0,e
31,Vaupes,1971800,14,d
22,Norte de Santander,519400,1,a
2,Antioquia,1773600,1,c
8,Caqueta,1993400,9,c
6,Boyaca,1532200,12,d
15,Guainia,1395600,7,e
31,Vaupes,1497000,17,d
13,Cordoba,1529200,0,a
28,Sucre,672800,29,b
15,Guainia,1777000,18,c
24,Quindio,998600,20,d
5,Bolivar,1232000,13,d
23,Putumayo,1868400,4,a
19,Magdalena,490600,3,e
8,Caqueta,1234800,3,a
18,La Guajira,1480400,0,e
31,Vaupes,1356600,20,c
28,Sucre,863200,15,b
29,Tolima,1968600,18,e
11,Cesar,150200,20,c
14,Cundinamarca,1116000,16,e
10,Cauca,1622000,29,e
18,La Guajira,628200,23,c
7,Caldas,1012600,27,c
27,Santander,1670400,8,d
4,Atlantico,1745400,2,e
5,Bolivar,529800,3,a
8,Caqueta,32400,22,b
10,Cauca,1806400,18,b
3,Arauca,26000,10,a
26,San Andres y Providencia,412400,26,a
1,Amazonas,1980000,1,a
16,Guaviare,255000,0,d
19,Magdalena,1271600,2,b
10,Cauca,1011400,21,a
21,Narino,1335800,6,b
27,Santander,208400,18,a
28,Sucre,1564800,15,c
2,Antioquia,292400,21,d
13,Cordoba,561200,10,c
25,Risaralda,856800,27,c
8,Caqueta,369800,5,e
14,Cundinamarca,1990600,0,b
9,Casanare,1119000,5,a
7,Caldas,949600,0,a
5,Bolivar,1150000,2,c
27,Santander,803800,5,a
32,Vichada,1663800,8,b
9,Casanare,1129400,6,e
8,Caqueta,1915000,4,c
17,Huila,1465400,25,c
24,Quindio,673400,26,e
26,San Andres y Providencia,1660800,4,c
14,Cundinamarca,1966800,22,c
16,Guaviare,1079800,0,c
12,Choco,1281800,26,d
13,Cordoba,1512800,7,c
25,Risaralda,334000,14,a
23,Putumayo,793800,12,d
16,Guaviare,327800,15,e
16,Guaviare,223200,5,c
18,La Guajira,12600,12,d
4,Atlantico,1743800,21,e
26,San Andres y Providencia,1679000,14,d
7,Caldas,231200,27,e
25,Risaralda,1857600,21,e
7,Caldas,1598800,14,a
21,Narino,1092000,6,e
5,Bolivar,1504600,5,a
5,Bolivar,152400,14,d
21,Narino,1981600,0,c
24,Quindio,49400,23,e
5,Bolivar,211000,15,a
27,Santander,1655600,30,d
7,Caldas,761400,26,e
15,Guainia,688400,9,b
29,Tolima,1897200,14,b
15,Guainia,1600200,19,a
12,Choco,1276800,16,d
4,Atlantico,1783400,23,d
13,Cordoba,534800,1,a
25,Risaralda,972800,24,c
6,Boyaca,337600,21,d
6,Boyaca,898800,22,c
32,Vichada,1268800,29,e
10,Cauca,487800,11,d
19,Magdalena,950000,18,b
16,Guaviare,1536600,16,c
30,Valle del Cauca,1387600,5,b
32,Vichada,492000,15,d
12,Choco,839600,5,a
2,Antioquia,439000,18,c
24,Quindio,1049800,4,c
3,Arauca,532400,3,d
14,Cundinamarca,1716600,22,a
14,Cundinamarca,883600,18,d
8,Caqueta,1505600,23,e
19,Magdalena,485000,2,c
26,San Andres y Providencia,514200,7,e
31,Vaupes,561600,30,c
21,Narino,618800,20,b
32,Vichada,1250800,21,c
1,Amazonas,1254600,20,d
15,Guainia,450000,24,e
6,Boyaca,522600,2,c
16,Guaviare,1949800,13,e
10,Cauca,676200,28,e
17,Huila,1634400,27,b
20,Meta,934800,7,d
23,Putumayo,1992400,18,d
5,Bolivar,458400,16,b
31,Vaupes,384000,23,c
10,Cauca,1176200,16,a
11,Cesar,680800,14,c
28,Sucre,1050800,3,c
13,Cordoba,15400,13,c
11,Cesar,621600,12,a
24,Quindio,940400,23,a
4,Atlantico,56800,4,c
19,Magdalena,245400,27,c
16,Guaviare,1153400,11,a
7,Caldas,1382800,4,b
17,Huila,706600,19,c
29,Tolima,1844600,27,b
24,Quindio,1390400,28,c
4,Atlantico,1547400,29,a
24,Quindio,222400,11,a
10,Cauca,74600,2,e
17,Huila,95000,4,e
15,Guainia,858000,20,e
8,Caqueta,309000,22,c
22,Norte de Santander,1816400,24,b
2,Antioquia,143800,27,b
1,Amazonas,1158800,27,b
26,San Andres y Providencia,1547800,27,b
30,Valle del Cauca,1762800,19,d
16,Guaviare,1798600,29,d
28,Sucre,1233400,4,e
3,Arauca,1143200,17,e
32,Vichada,400600,11,e
29,Tolima,1569000,5,d
32,Vichada,707600,4,d
14,Cundinamarca,437000,24,e
14,Cundinamarca,838400,20,e
11,Cesar,896800,3,b
5,Bolivar,148400,16,e
30,Valle del Cauca,1682800,19,e
2,Antioquia,76200,19,c
9,Casanare,234200,13,d
2,Antioquia,1422600,6,c
21,Narino,1702000,19,d
15,Guainia,74400,26,e
22,Norte de Santander,904400,0,b
18,La Guajira,230200,10,b
25,Risaralda,322200,14,d
30,Valle del Cauca,1649000,14,e
17,Huila,1469800,8,e
29,Tolima,1083600,30,d
2,Antioquia,336000,1,b
25,Risaralda,1732400,18,e
29,Tolima,63800,1,d
1,Amazonas,1241400,21,a
23,Putumayo,1051000,18,c
19,Magdalena,220400,24,a
1,Amazonas,731400,23,e
24,Quindio,1507000,15,c
9,Casanare,1742800,5,a
23,Putumayo,393200,5,e
16,Guaviare,194600,16,a
9,Casanare,1263800,19,c
21,Narino,1092800,20,e
28,Sucre,1379600,11,e
22,Norte de Santander,1612200,29,d
10,Cauca,531400,17,b
12,Choco,728400,18,c
3,Arauca,141600,10,d
32,Vichada,1437800,7,b
12,Choco,685200,22,a
26,San Andres y Providencia,880800,2,c
4,Atlantico,635000,10,d
3,Arauca,352400,29,e
31,Vaupes,1565400,2,a
7,Caldas,179000,4,e
3,Arauca,225600,30,d
1,Amazonas,769200,12,c
7,Caldas,1692000,1,a
29,Tolima,1007600,13,e
16,Guaviare,203000,18,d
7,Caldas,1900400,24,a
5,Bolivar,8600,17,c
12,Choco,994000,11,c
4,Atlantico,1813000,28,b
17,Huila,458400,11,e
22,Norte de Santander,505400,5,d
17,Huila,770200,17,d
16,Guaviare,659600,5,c
32,Vichada,1118000,16,c
11,Cesar,451200,14,d
17,Huila,279800,21,a
18,La Guajira,54400,7,a
29,Tolima,1241200,12,e
18,La Guajira,373600,29,d
13,Cordoba,456600,26,e
8,Caqueta,1093800,18,b
13,Cordoba,1030600,23,b
8,Caqueta,786600,17,a
32,Vichada,667400,28,d
15,Guainia,1348000,12,a
20,Meta,981200,23,c
1,Amazonas,1048400,26,c
13,Cordoba,1103400,20,c
15,Guainia,156200,8,c
9,Casanare,1020800,1,d
18,La Guajira,184400,2,d
6,Boyaca,1014400,18,e
10,Cauca,1797600,7,e
31,Vaupes,1382600,9,e
25,Risaralda,1668000,25,d
14,Cundinamarca,808200,22,e
29,Tolima,902600,30,c
5,Bolivar,391400,10,c
30,Valle del Cauca,289200,13,b
25,Risaralda,948600,14,d
9,Casanare,1763400,8,a
25,Risaralda,220800,16,c
20,Meta,1091200,21,d
20,Meta,1498800,3,c
10,Cauca,1827200,3,c
20,Meta,288200,2,b
32,Vichada,1000,27,d
11,Cesar,113400,29,e
7,Caldas,1378600,19,d
7,Caldas,1455400,17,e
19,Magdalena,92200,27,a
32,Vichada,1145800,24,e
22,Norte de Santander,1109400,22,d
23,Putumayo,1313600,28,b
16,Guaviare,1143200,22,c
24,Quindio,796000,15,c
4,Atlantico,1799000,3,d
23,Putumayo,675800,2,e
14,Cundinamarca,773800,20,a
5,Bolivar,1939000,27,d
14,Cundinamarca,1038200,30,e
27,Santander,1358800,30,c
31,Vaupes,477800,7,b
13,Cordoba,686600,5,a
10,Cauca,1300200,6,e
24,Quindio,859800,0,e
30,Valle del Cauca,362200,20,c
9,Casanare,1604400,23,b
7,Caldas,1902800,25,d
18,La Guajira,1671400,7,e
4,Atlantico,100000,0,a
30,Valle del Cauca,499200,12,e
4,Atlantico,1517600,25,c
32,Vichada,1439000,9,c
23,Putumayo,524800,18,b
23,Putumayo,114800,27,a
21,Narino,460600,21,e
26,San Andres y Providencia,1094400,26,b
24,Quindio,1300600,22,b
3,Arauca,655000,19,e
8,Caqueta,536800,11,d
31,Vaupes,1291400,20,c
2,Antioquia,1255200,6,c
9,Casanare,768400,30,d
4,Atlantico,1533800,1,d
22,Norte de Santander,269000,28,b
19,Magdalena,521200,9,a
29,Tolima,318400,22,a
6,Boyaca,59200,29,e
4,Atlantico,94600,11,d
5,Bolivar,1281000,12,e
16,Guaviare,164600,23,d
5,Bolivar,1256600,15,e
25,Risaralda,533200,22,c
17,Huila,1626400,23,e
27,Santander,1253000,22,b
21,Narino,1476800,23,b
30,Valle del Cauca,27800,10,d
21,Narino,594800,30,a
1,Amazonas,1526000,14,e
4,Atlantico,627600,15,c
15,Guainia,465600,13,c
29,Tolima,1988800,18,d
31,Vaupes,1896600,14,e
20,Meta,1295200,3,d
15,Guainia,353600,6,b
1,Amazonas,197000,14,a
21,Narino,261800,6,e
30,Valle del Cauca,315200,29,c
5,Bolivar,1284600,9,c
6,Boyaca,370600,6,e
25,Risaralda,1582000,5,a
30,Valle del Cauca,563400,6,c
21,Narino,1696200,3,b
3,Arauca,1970600,10,b
4,Atlantico,1756800,0,e
16,Guaviare,1627800,27,a
17,Huila,454200,23,b
4,Atlantico,1477600,7,a
4,Atlantico,16800,27,d
6,Boyaca,1040000,6,d
7,Caldas,1499000,27,c
15,Guainia,489800,25,a
7,Caldas,578800,27,c
5,Bolivar,140400,12,c
32,Vichada,1598800,22,d
24,Quindio,357600,25,c
29,Tolima,112400,5,e
13,Cordoba,1930800,11,c
21,Narino,1884600,6,c
4,Atlantico,1011200,9,a
7,Caldas,94800,16,c
6,Boyaca,887400,5,a
32,Vichada,1696400,23,a
22,Norte de Santander,1108400,26,b
3,Arauca,558600,29,b
1,Amazonas,1487000,21,d
21,Narino,710800,15,d
12,Choco,906600,8,d
19,Magdalena,134800,16,a
14,Cundinamarca,1879800,28,a
24,Quindio,902000,4,c
31,Vaupes,152800,13,a
15,Guainia,858400,24,e
13,Cordoba,1647200,15,e
5,Bolivar,910000,21,d
6,Boyaca,1046200,6,d
29,Tolima,1483600,22,b
26,San Andres y Providencia,1823600,6,d
10,Cauca,1812000,21,b
21,Narino,39800,10,e
21,Narino,1074000,7,a
25,Risaralda,472600,7,c
20,Meta,869200,20,e
23,Putumayo,1043800,2,c
22,Norte de Santander,23400,30,a
25,Risaralda,758200,11,b
26,San Andres y Providencia,1828800,9,a
31,Vaupes,426000,23,d
16,Guaviare,373400,15,c
20,Meta,472600,12,a
17,Huila,170600,24,b
14,Cundinamarca,1074800,26,b
13,Cordoba,913600,7,e
13,Cordoba,336600,11,e
4,Atlantico,1311000,18,c
30,Valle del Cauca,981000,13,d
11,Cesar,339400,3,d
16,Guaviare,97000,18,b
3,Arauca,103400,4,b
16,Guaviare,1626000,18,c
10,Cauca,1636400,24,e
1,Amazonas,886800,19,b
13,Cordoba,456800,26,e
3,Arauca,720600,5,c
5,Bolivar,630200,11,c
3,Arauca,336800,19,c
24,Quindio,1763200,26,c
9,Casanare,390400,11,a
10,Cauca,1659600,9,d
18,La Guajira,592600,12,e
16,Guaviare,543000,24,c
3,Arauca,1546400,15,a
1,Amazonas,909600,20,a
22,Norte de Santander,121400,20,a
18,La Guajira,362200,20,a
27,Santander,921000,3,d
17,Huila,674400,23,b
26,San Andres y Providencia,1714600,26,d
6,Boyaca,1596000,12,c
24,Quindio,120400,16,e
21,Narino,288800,18,c
23,Putumayo,402400,22,d
27,Santander,604000,2,d
27,Santander,253600,2,e
30,Valle del Cauca,541800,4,d
29,Tolima,597000,12,c
19,Magdalena,1222600,14,a
1,Amazonas,357000,9,b
2,Antioquia,1949200,25,e
14,Cundinamarca,1982000,24,b
19,Magdalena,1180400,10,b
8,Caqueta,1034200,9,d
26,San Andres y Providencia,675200,17,d
22,Norte de Santander,1480400,27,a
25,Risaralda,1061600,1,c
4,Atlantico,116200,26,d
22,Norte de Santander,1236200,21,a
27,Santander,290000,15,d
17,Huila,701800,30,e
26,San Andres y Providencia,84200,14,e
1,Amazonas,846800,15,e
4,Atlantico,336000,12,d
23,Putumayo,349400,21,b
27,Santander,91800,14,a
21,Narino,414600,24,c
5,Bolivar,614200,14,d
21,Narino,1368400,24,d
6,Boyaca,1055400,2,d
28,Sucre,131200,28,c
17,Huila,1395400,6,e
5,Bolivar,1054200,29,d
27,Santander,1637600,1,d
2,Antioquia,1328200,13,e
1,Amazonas,211800,5,c
4,Atlantico,519600,24,e
26,San Andres y Providencia,472000,26,a
12,Choco,1094000,19,e
22,Norte de Santander,180800,28,a
3,Arauca,715000,23,e
4,Atlantico,301400,26,a
17,Huila,1779400,7,c
6,Boyaca,599400,9,b
14,Cundinamarca,1283400,30,d
27,Santander,1240600,23,d
2,Antioquia,418400,1,c
8,Caqueta,573600,8,c
25,Risaralda,73000,10,b
25,Risaralda,1449600,16,a
16,Guaviare,502200,14,c
1,Amazonas,736600,22,d
8,Caqueta,920400,22,b
9,Casanare,54200,4,c
29,Tolima,1781000,30,d
28,Sucre,1353400,3,b
19,Magdalena,1969600,6,b
11,Cesar,1176000,2,c
28,Sucre,538200,26,d
27,Santander,844600,30,d
27,Santander,1152000,17,a
8,Caqueta,1625800,10,d
5,Bolivar,248800,22,e
8,Caqueta,1304000,28,e
27,Santander,914800,13,d
25,Risaralda,787400,18,e
14,Cundinamarca,178800,30,e
22,Norte de Santander,1582200,12,a
9,Casanare,1479400,1,c
14,Cundinamarca,966200,29,d
20,Meta,1337000,9,e
13,Cordoba,973600,4,c
5,Bolivar,1602800,24,a
25,Risaralda,619400,5,e
23,Putumayo,228800,9,c
21,Narino,1745800,8,e
16,Guaviare,1389400,12,e
31,Vaupes,545800,14,a
26,San Andres y Providencia,1057200,0,d
20,Meta,215200,15,a
27,Santander,989200,24,a
17,Huila,315800,7,b
29,Tolima,1724200,10,e
11,Cesar,728000,23,e
29,Tolima,1909400,10,a
5,Bolivar,1622000,4,c
30,Valle del Cauca,753200,24,c
15,Guainia,1872000,14,b
12,Choco,1262400,4,d
12,Choco,1023800,28,b
28,Sucre,294000,9,d
14,Cundinamarca,424800,16,e
14,Cundinamarca,450600,6,b
26,San Andres y Providencia,1796400,4,a
12,Choco,265800,20,d
16,Guaviare,1708600,19,e
9,Casanare,271000,28,c
8,Caqueta,568600,22,d
24,Quindio,892000,28,c
28,Sucre,1030200,22,d
18,La Guajira,106600,20,a
7,Caldas,48800,4,e
8,Caqueta,1253600,15,d
20,Meta,327400,24,b
6,Boyaca,1335800,5,b
29,Tolima,1012000,24,a
31,Vaupes,1069600,9,e
31,Vaupes,1105600,0,b
14,Cundinamarca,1225800,12,d
15,Guainia,1585600,22,e
11,Cesar,1671400,28,b
28,Sucre,528600,1,b
1,Amazonas,1633600,30,c
31,Vaupes,884000,17,e
31,Vaupes,929000,4,e
8,Caqueta,1651200,18,d
20,Meta,893400,11,c
29,Tolima,241800,4,a
19,Magdalena,1540800,27,b
2,Antioquia,1641600,19,b
11,Cesar,317600,17,e
7,Caldas,900600,11,d
1,Amazonas,1682200,30,a
23,Putumayo,1173600,8,a
12,Choco,171800,4,d
5,Bolivar,1460200,11,e
16,Guaviare,330600,1,b
28,Sucre,1220200,0,a
29,Tolima,535400,12,b
26,San Andres y Providencia,1942000,4,d
12,Choco,1025000,26,c
30,Valle del Cauca,378000,9,a
14,Cundinamarca,1306400,22,a
22,Norte de Santander,338800,14,a
32,Vichada,1198600,8,b
2,Antioquia,1353200,15,b
8,Caqueta,481800,4,b
16,Guaviare,856000,14,b
3,Arauca,145800,18,e
25,Risaralda,1366400,20,c
25,Risaralda,720800,13,c
13,Cordoba,1686200,4,d
11,Cesar,1619000,9,c
6,Boyaca,402600,15,c
23,Putumayo,638800,16,d
25,Risaralda,710400,19,e
31,Vaupes,1121200,4,b
12,Choco,1615200,29,e
3,Arauca,822000,0,c
24,Quindio,1066600,11,c
30,Valle del Cauca,1590800,7,b
30,Valle del Cauca,327000,7,b
14,Cundinamarca,135600,14,c
21,Narino,1815600,18,d
3,Arauca,955000,15,a
28,Sucre,978800,29,c
19,Magdalena,265400,12,c
25,Risaralda,993200,22,a
7,Caldas,93200,23,b
2,Antioquia,232000,26,b
7,Caldas,1025800,1,e
6,Boyaca,245400,5,e
16,Guaviare,1830400,21,a
17,Huila,863400,22,a
19,Magdalena,1001400,30,c
6,Boyaca,684400,11,e
15,Guainia,1450400,9,e
16,Guaviare,281600,10,c
11,Cesar,649400,11,a
19,Magdalena,1964200,1,b
31,Vaupes,676000,28,c
16,Guaviare,924000,15,a
32,Vichada,1156200,17,a
1,Amazonas,1699600,2,e
4,Atlantico,745000,22,e
6,Boyaca,1339000,2,a
22,Norte de Santander,414400,11,a
32,Vichada,1706000,25,e
32,Vichada,685000,30,a
7,Caldas,1644400,26,d
12,Choco,1339200,21,d
7,Caldas,549000,17,a
3,Arauca,1664200,22,d
11,Cesar,1164600,1,b
11,Cesar,1143400,3,b
28,Sucre,1374400,22,c
1,Amazonas,157400,13,b
16,Guaviare,411200,25,a
32,Vichada,797800,2,d
26,San Andres y Providencia,1303600,29,d
5,Bolivar,505200,17,b
28,Sucre,713800,2,b
23,Putumayo,535000,18,b
5,Bolivar,1398200,12,c
9,Casanare,1383600,12,d
16,Guaviare,431200,1,d
16,Guaviare,1616600,17,c
9,Casanare,359200,14,c
6,Boyaca,100000,21,c
8,Caqueta,1343400,27,d
13,Cordoba,416400,14,e
30,Valle del Cauca,319200,6,a
18,La Guajira,1429200,4,e
18,La Guajira,869600,27,b
4,Atlantico,674800,28,b
26,San Andres y Providencia,1438000,21,c
32,Vichada,1662600,25,e
15,Guainia,549200,26,d
4,Atlantico,396000,1,a
22,Norte de Santander,1637400,22,e
19,Magdalena,2800,6,e
32,Vichada,1112800,1,e
4,Atlantico,613000,30,a
6,Boyaca,1011000,1,a
4,Atlantico,1073200,6,a
2,Antioquia,700400,30,e
12,Choco,831000,3,b
32,Vichada,7000,9,e
2,Antioquia,1869000,30,d
25,Risaralda,149800,21,b
27,Santander,1494000,4,d
24,Quindio,605800,2,d
11,Cesar,179000,14,c
23,Putumayo,983600,17,b
24,Quindio,1332800,18,b
15,Guainia,317800,22,b
28,Sucre,318400,27,e
1,Amazonas,1251600,21,b
23,Putumayo,1645000,18,c
23,Putumayo,1728600,8,a
5,Bolivar,99000,6,e
23,Putumayo,942400,29,e
28,Sucre,963800,19,e
4,Atlantico,1231000,2,d
1,Amazonas,1675200,18,e
26,San Andres y Providencia,743800,27,d
21,Narino,875200,28,a
29,Tolima,1513800,6,b
19,Magdalena,1280000,12,c
3,Arauca,257200,9,a
31,Vaupes,921400,14,d
2,Antioquia,159800,22,c
22,Norte de Santander,1414800,11,e
30,Valle del Cauca,1535200,17,e
29,Tolima,1697200,25,c
25,Risaralda,1216600,9,c
15,Guainia,1405600,10,e
15,Guainia,521000,16,e
11,Cesar,405800,3,b
14,Cundinamarca,1828000,18,e
14,Cundinamarca,1771800,5,e
8,Caqueta,648800,13,b
9,Casanare,1549000,14,d
24,Quindio,1835000,28,c
14,Cundinamarca,934600,25,b
26,San Andres y Providencia,1635800,12,b
25,Risaralda,148200,7,e
6,Boyaca,1405200,9,c
4,Atlantico,815600,23,d
2,Antioquia,67200,15,a
27,Santander,1908000,25,e
23,Putumayo,541600,22,e
14,Cundinamarca,991800,21,e
4,Atlantico,875200,13,b
25,Risaralda,394400,7,b
25,Risaralda,396200,9,a
29,Tolima,1874000,12,b
25,Risaralda,1639000,9,c
15,Guainia,1231200,6,d
32,Vichada,338200,15,d
17,Huila,87800,27,d
32,Vichada,1929200,9,e
23,Putumayo,284800,6,b
2,Antioquia,251000,9,c
1,Amazonas,1253600,25,e
5,Bolivar,1995000,22,a
8,Caqueta,1987600,1,e
20,Meta,1325200,9,b
12,Choco,376400,9,e
15,Guainia,1068000,3,b
3,Arauca,392200,28,c
29,Tolima,755400,28,d
18,La Guajira,866000,22,e
1,Amazonas,1543200,4,e
3,Arauca,699600,2,d
5,Bolivar,1786800,24,a
14,Cundinamarca,247000,23,a
5,Bolivar,1682800,13,b
11,Cesar,1622200,8,d
32,Vichada,1714600,15,a
30,Valle del Cauca,1488000,11,b
18,La Guajira,38800,14,d
3,Arauca,1641200,10,e
24,Quindio,1329200,30,a
11,Cesar,542000,2,a
9,Casanare,1260200,19,e
9,Casanare,114600,14,c
32,Vichada,838400,27,c
24,Quindio,501600,20,b
29,Tolima,996600,29,a
4,Atlantico,1250600,27,a
32,Vichada,1134800,17,d
1,Amazonas,1853600,24,b
11,Cesar,1600400,3,c
10,Cauca,841800,29,b
13,Cordoba,153600,27,d
2,Antioquia,831600,3,c
27,Santander,219600,29,a
24,Quindio,1211800,16,c
20,Meta,1204000,9,c
9,Casanare,1200000,3,d
21,Narino,436400,7,a
8,Caqueta,1715400,16,c
1,Amazonas,228400,15,d
5,Bolivar,344400,26,d
23,Putumayo,230400,18,b
8,Caqueta,1609200,27,e
5,Bolivar,1363200,14,e
5,Bolivar,638600,15,a
25,Risaralda,698400,19,b
13,Cordoba,680400,11,e
16,Guaviare,380600,15,c
20,Meta,476800,5,e
31,Vaupes,1806600,19,a
17,Huila,1500000,21,e
25,Risaralda,364600,3,a
6,Boyaca,198200,0,b
26,San Andres y Providencia,1679800,8,c
17,Huila,997600,27,c
27,Santander,924200,1,c
6,Boyaca,1830200,11,d
7,Caldas,1327000,8,a
21,Narino,1056800,15,e
27,Santander,1844800,25,c
13,Cordoba,701000,27,e
13,Cordoba,1521600,25,c
15,Guainia,238800,16,a
22,Norte de Santander,1478600,12,b
3,Arauca,803400,5,b
29,Tolima,216200,1,b
18,La Guajira,347200,25,c
27,Santander,1211400,23,a
9,Casanare,42200,19,e
25,Risaralda,1588600,2,a
